order_id,customer_id,order_date,product,quantity,unit_price,region,status,channel
O00381,C1029,2025-07-23,Gadget Y,2.0,166.66,East,completed,store
O00382,C1049,2025-03-17,Gadget X,1.0,284.97,South,refunded,web
O00383,C1108,2025-02-24,Accessory M,1.0,69.61,West,completed,web
O00384,C1009,2025-03-26,Widget A,1.0,25.73,East,completed,mobile
O00385,C1110,2025-04-14,Gadget X,1.0,122.95,North,completed,web
O00386,C1091,2025-01-19,Tool Z,1.0,94.04,East,completed,store
O00387,C1007,2025-06-19,Gadget Y,1.0,164.7,South,completed,store
O00388,C1095,2025-07-23,Widget A,1.0,45.73,North,completed,partner
O00389,C1088,2025-07-11,Widget B,5.0,272.62,Central,completed,mobile
O00390,C1145,2025-02-16,Accessory M,1.0,256.89,Central,completed,web
O00391,C1148,2025-07-05,Gadget Y,3.0,113.56,South,completed,web
O00392,C1078,2025-06-07,Tool Q,1.0,174.0,East,pending,partner
O00393,C1111,2025-07-02,Gadget X,3.0,48.94,East,cancelled,partner
O00394,C1044,2025-01-28,Tool Q,1.0,254.11,South,cancelled,mobile
O00395,C1004,2025-01-20,Accessory M,1.0,245.66,Central,completed,mobile
O00396,C1120,2025-05-19,Tool Q,1.0,116.08,South,cancelled,store
O00397,C1128,2025-04-04,Widget A,2.0,255.9,Central,completed,mobile
O00398,C1037,2025-06-18,Tool Q,,282.35,North,completed,partner
O00399,C1052,2025-06-21,Tool Z,3.0,122.54,West,cancelled,web
O00400,C1070,2025-05-14,Accessory M,2.0,177.79,Central,completed,partner
O00401,C1064,2025-05-13,Gadget Y,2.0,159.74,East,pending,store
O00402,C1035,2025-05-09,Gadget Y,1.0,76.69,Central,completed,mobile
O00403,C1030,2025-07-29,Tool Q,2.0,130.23,East,completed,partner
O00404,C1105,2025-06-15,Widget A,2.0,22.5,Central,completed,mobile
O00405,C1042,2025-01-15,Gadget X,1.0,159.82,West,completed,web
O00406,C1055,2025-01-22,Gadget Y,,261.51,South,completed,partner
O00407,C1130,2025-02-16,Gadget X,1.0,220.0,East,cancelled,web
O00408,C1133,2025-02-21,Accessory M,5.0,249.68,Central,completed,partner
O00409,C1128,2025-05-17,Accessory M,1.0,37.02,South,cancelled,web
O00410,C1107,2025-05-14,Gadget X,1.0,212.31,West,completed,partner
O00411,C1147,2025-07-09,Widget A,5.0,48.82,West,pending,web
O00412,C1001,2025-02-18,Tool Q,1.0,177.61,North,completed,partner
O00413,C1027,2025-04-03,Widget B,5.0,198.95,East,completed,partner
O00414,C1052,2025-04-12,Gadget Y,,61.82,Central,completed,store
O00415,C1035,2025-04-12,Accessory M,1.0,226.86,West,pending,mobile
O00416,C1140,2025-07-25,Tool Z,1.0,56.6,North,pending,mobile
O00417,C1056,2025-03-09,Gadget X,1.0,186.61,West,cancelled,partner
O00418,C1014,2025-06-02,Accessory M,1.0,195.67,West,completed,store
O00419,C1059,2025-06-28,Tool Z,1.0,205.46,East,completed,web
O00420,C1090,2025-04-13,Tool Q,5.0,127.57,South,completed,web
O00421,C1149,,Gadget X,3.0,289.34,East,completed,mobile
O00422,C1104,2025-02-14,Tool Z,1.0,171.99,Central,completed,web
O00423,C1147,2025-07-28,Gadget X,,290.15,Central,completed,mobile
O00424,C1150,2025-04-28,Accessory M,1.0,149.76,East,completed,mobile
O00425,C1132,2025-04-01,Tool Z,1.0,213.23,East,completed,web
O00426,C1045,2025-05-22,Gadget Y,3.0,112.52,Central,completed,mobile
O00427,C1052,2025-03-09,Widget B,2.0,252.12,Central,completed,web
O00428,C1001,2025-05-07,Accessory M,1.0,255.91,East,completed,partner
O00429,C1125,2025-03-12,Widget B,2.0,125.38,Central,completed,partner
O00430,C1044,2025-04-11,Gadget Y,1.0,212.48,,completed,web
O00431,C1092,2025-03-25,Tool Z,2.0,64.26,East,completed,partner
O00432,C1053,2025-04-19,Gadget Y,3.0,115.86,West,completed,mobile
O00433,C1025,2025-07-28,Tool Q,2.0,243.18,Central,completed,partner
O00434,C1002,2025-05-02,Widget B,5.0,154.87,Central,completed,store
O00435,C1012,2025-05-26,Gadget Y,1.0,210.25,North,completed,store
O00436,C1066,2025-03-27,Gadget X,3.0,172.49,East,completed,partner
O00437,C1147,2025-02-20,Tool Z,1.0,294.01,East,completed,partner
O00438,C1073,2025-06-07,Gadget Y,1.0,261.78,East,completed,partner
O00439,C1080,2025-02-28,Gadget X,2.0,216.02,Central,completed,store
O00440,C1150,2025-07-11,Tool Z,,130.05,South,cancelled,mobile
O00441,C1020,2025-06-29,Widget B,1.0,125.13,North,completed,partner
O00442,C1021,2025-07-15,Widget A,2.0,189.24,North,completed,partner
O00443,C1032,2025-06-10,Widget B,1.0,18.28,East,cancelled,store
O00444,C1140,2025-03-11,Gadget Y,1.0,291.16,Central,completed,partner
O00445,C1136,2025-05-15,Gadget X,3.0,149.67,South,pending,partner
O00446,C1000,,Tool Z,1.0,109.72,West,completed,partner
O00447,C1074,2025-04-21,Tool Z,2.0,241.05,Central,completed,partner
O00448,C1099,2025-07-03,Accessory M,5.0,73.96,North,completed,mobile
O00449,C1069,2025-06-27,Gadget X,2.0,129.73,North,completed,store
O00450,C1125,2025-06-29,Widget B,3.0,15.61,North,refunded,web
O00451,C1112,2025-07-03,Tool Q,1.0,77.51,South,completed,mobile
O00452,C1118,2025-04-06,Tool Q,1.0,105.76,South,completed,partner
O00453,C1097,2025-03-06,Accessory M,1.0,45.36,South,completed,partner
O00454,C1024,2025-07-08,Tool Z,2.0,147.11,East,cancelled,mobile
O00455,C1031,2025-05-14,Gadget X,,195.16,South,completed,web
O00456,C1111,2025-06-12,Gadget X,1.0,,East,completed,partner
O00457,C1121,2025-07-20,Tool Q,1.0,117.7,North,completed,partner
O00458,C1015,2025-07-14,Widget A,3.0,196.92,Central,pending,mobile
O00459,C1088,2025-06-15,Accessory M,,222.61,North,completed,store
O00460,C1112,2025-06-30,Tool Z,2.0,167.38,West,completed,mobile
O00461,C1141,2025-06-03,Widget B,1.0,164.02,West,completed,store
O00462,C1097,2025-05-10,Tool Q,1.0,266.04,Central,cancelled,mobile
O00463,C1099,2025-07-29,Widget B,,232.05,South,completed,store
O00464,C1017,2025-06-18,Widget A,1.0,61.8,North,completed,partner
O00465,C1125,2025-04-10,Tool Z,2.0,24.22,,completed,web
O00466,C1119,2025-01-21,Accessory M,1.0,114.66,West,pending,web
O00467,C1077,2025-01-19,Widget A,2.0,288.56,North,completed,mobile
O00468,C1145,2025-03-05,Tool Q,1.0,171.93,Central,completed,web
O00469,C1109,2025-06-29,Widget A,1.0,239.8,Central,completed,store
O00470,C1080,2025-04-01,Tool Z,3.0,255.0,West,pending,partner
O00471,C1054,2025-05-20,Gadget Y,2.0,114.39,,completed,partner
O00472,C1132,2025-01-05,Widget B,2.0,11.89,,completed,store
O00473,C1141,2025-03-12,Tool Z,1.0,37.33,West,completed,mobile
O00474,C1076,2025-03-07,Widget A,5.0,175.02,South,completed,store
O00475,C1147,2025-06-26,Accessory M,1.0,182.61,East,completed,partner
O00476,C1111,2025-03-31,Gadget Y,1.0,262.23,South,completed,web
O00477,C1010,2025-05-15,Gadget X,1.0,104.77,South,completed,partner
O00478,C1056,2025-01-24,Gadget Y,2.0,238.04,South,completed,web
O00479,C1021,2025-03-09,Gadget Y,5.0,234.4,South,pending,partner
O00480,C1143,2025-02-20,Tool Z,2.0,80.26,East,pending,store
O00481,C1108,2025-04-16,Gadget X,3.0,65.23,East,completed,web
O00482,C1113,2025-07-30,Tool Z,1.0,137.72,South,completed,store
O00483,C1013,2025-07-09,Widget B,1.0,261.93,East,completed,web
O00484,C1137,2025-07-09,Widget B,2.0,168.45,East,completed,mobile
O00485,C1134,,Widget A,2.0,59.38,East,completed,store
O00486,C1069,2025-04-10,Tool Q,3.0,260.63,North,completed,partner
O00487,C1080,2025-01-26,Gadget Y,1.0,64.05,Central,refunded,web
O00488,C1100,2025-05-06,Tool Q,1.0,15.32,East,completed,store
O00489,C1015,2025-07-27,Tool Q,2.0,264.81,North,cancelled,store
O00490,C1022,2025-02-05,Tool Q,5.0,161.0,Central,cancelled,mobile
O00491,C1084,2025-03-21,Gadget Y,1.0,69.95,South,completed,mobile
O00492,C1034,2025-05-15,Gadget Y,1.0,200.3,Central,cancelled,store
O00493,C1081,2025-02-17,Accessory M,1.0,220.84,East,cancelled,partner
O00494,C1070,2025-07-30,Widget B,2.0,40.95,South,completed,store
O00495,C1006,2025-03-01,Gadget X,1.0,209.55,West,completed,partner
O00496,C1121,2025-05-06,Widget B,1.0,66.04,North,completed,web
O00497,C1051,2025-06-21,Accessory M,2.0,29.17,West,cancelled,partner
O00498,C1103,2025-04-20,Accessory M,1.0,186.29,West,completed,partner
O00499,C1009,2025-05-15,Tool Z,1.0,140.96,North,cancelled,mobile
O00500,C1099,2025-05-23,Tool Z,1.0,65.05,West,completed,store
O00151,C1051,2025-03-17,Widget A,2.0,266.87,East,cancelled,partner
O00314,C1125,2025-05-01,Tool Q,2.0,36.42,Central,completed,store
O00471,C1054,2025-05-20,Gadget Y,2.0,114.39,,completed,partner
O00028,C1072,2025-04-05,Widget B,,251.78,East,completed,web
O00354,C1087,2025-04-06,Widget B,1.0,126.22,West,completed,partner
O00265,C1113,2025-05-13,Widget A,1.0,211.71,North,refunded,partner
O00463,C1099,2025-07-29,Widget B,,232.05,South,completed,store
O00073,C1036,2025-03-10,Widget A,1.0,58.11,East,completed,store
